education,income,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,accepted_cmp3,accepted_cmp4,accepted_cmp5,accepted_cmp1,accepted_cmp2,response,age,total_days_active,total_mnt_spent,total_cmp_accepted,have_kids_or_teen,total_days_active_bins,total_mnt_spent_bins,marital_status_Married,marital_status_Used_to_marry
3,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,42,2253,635,0,1,1,5,1.0,0.0
2,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,52,2323,757,0,1,1,6,0.0,0.0
5,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,41,2630,125,0,1,3,3,1.0,0.0
4,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,47,2402,332,0,1,2,4,0.0,1.0
2,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,41,2216,135,0,1,1,3,0.0,0.0
2,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,66,2609,330,0,1,3,4,1.0,0.0
2,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,58,2565,384,0,1,3,4,0.0,1.0
2,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,54,2673,1722,0,1,3,9,0.0,0.0
2,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,43,2033,78,0,1,0,2,1.0,0.0
1,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,35,2543,24,0,0,3,0,0.0,0.0
3,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,1,68,2210,1168,0,0,1,7,0.0,1.0
4,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,69,2524,957,1,1,2,7,1.0,0.0
2,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,53,2236,15,0,1,1,0,0.0,0.0
2,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,42,2054,57,0,1,0,2,1.0,0.0
2,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,44,2566,1956,1,1,3,9,1.0,0.0
2,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,1,35,2230,2013,3,0,1,9,0.0,0.0
3,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,46,2000,326,0,1,0,4,1.0,0.0
5,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,52,2691,77,0,1,3,2,1.0,0.0
5,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1,58,2395,1313,0,0,2,8,0.0,1.0
4,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,31,2065,30,0,0,0,0,0.0,1.0
2,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,59,2492,315,0,1,2,4,1.0,0.0
4,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,67,2370,660,0,1,2,6,1.0,0.0
2,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,31,2524,74,0,1,2,2,1.0,0.0
3,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,42,2034,46,0,1,0,1,0.0,1.0
5,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,58,2301,86,0,1,1,2,0.0,0.0
2,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,75,2213,1103,0,0,1,7,0.0,1.0
4,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,46,2164,61,0,1,0,2,1.0,0.0
2,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,39,2252,145,1,1,1,3,1.0,0.0
2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,64,2714,684,0,1,3,6,1.0,0.0
5,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,66,2199,411,0,1,1,5,1.0,0.0
2,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,1,34,2645,27,1,1,3,0,0.0,0.0
5,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,77,2360,1060,0,0,1,7,0.0,1.0
2,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,56,2634,1459,0,1,3,8,1.0,0.0
2,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,41,2669,18,0,1,3,0,1.0,0.0
2,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,46,2692,1833,1,0,3,9,1.0,0.0
4,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,60,2132,237,0,1,0,4,1.0,0.0
5,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,57,1995,48,0,1,0,1,0.0,0.0
2,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,44,2393,515,0,1,2,5,1.0,0.0
2,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,46,2580,1020,0,0,3,7,1.0,0.0
2,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,59,2073,1370,0,0,0,8,1.0,0.0
2,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,69,2475,1026,0,1,2,7,1.0,0.0
2,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,55,2086,301,0,1,0,4,1.0,0.0
2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,64,2714,684,0,1,3,6,1.0,0.0
2,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,55,2604,499,1,1,3,5,1.0,0.0
2,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,26,2682,1004,0,0,3,7,1.0,0.0
5,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,46,2272,218,0,1,1,4,1.0,0.0
2,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,48,2410,606,0,1,2,5,1.0,0.0
3,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,52,2407,75,0,1,2,2,1.0,0.0
2,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,52,2703,106,0,1,3,3,1.0,0.0
2,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,72,2403,990,0,0,2,7,1.0,0.0
2,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,51,2150,1097,0,0,0,7,0.0,0.0
1,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,24,2112,16,1,0,0,0,1.0,0.0
3,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,46,2066,34,0,0,0,0,1.0,0.0
5,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,30,2730,1711,0,0,3,9,1.0,0.0
4,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,63,2168,438,1,1,0,5,1.0,0.0
1,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,41,2533,75,0,1,2,2,1.0,0.0
4,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,60,2196,225,0,1,1,4,1.0,0.0
4,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,68,2640,18,0,1,3,0,1.0,0.0
2,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,39,2461,470,0,1,2,5,1.0,0.0
2,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,39,2431,91,0,1,2,2,0.0,1.0
4,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,29,2168,2525,1,0,0,9,0.0,0.0
2,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,70,2560,504,0,1,3,5,1.0,0.0
2,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,63,2533,235,0,1,2,4,1.0,0.0
5,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,59,2532,1232,1,1,2,8,0.0,1.0
1,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,62,2407,88,0,1,2,2,0.0,0.0
2,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,49,2096,17,0,1,0,0,0.0,0.0
2,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,35,2298,24,0,1,1,0,0.0,0.0
2,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,55,2286,60,0,1,1,2,1.0,0.0
5,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,68,2344,1020,1,1,1,7,0.0,0.0
5,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,58,2609,155,0,1,3,3,1.0,0.0
3,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,46,2168,51,0,1,0,1,1.0,0.0
4,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1,50,2580,1812,0,0,3,9,0.0,1.0
4,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,51,2569,1461,2,1,3,8,0.0,1.0
2,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,60,2076,96,0,1,0,3,0.0,1.0
2,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,68,2099,160,0,1,0,3,0.0,0.0
4,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,51,2444,139,0,1,2,3,1.0,0.0
4,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,52,2431,908,0,1,2,6,0.0,1.0
3,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,55,2271,183,0,1,1,3,1.0,0.0
4,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,51,2505,1161,1,1,2,7,1.0,0.0
5,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,48,2074,988,0,0,0,7,1.0,0.0
3,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,59,2713,1072,0,1,3,7,0.0,1.0
2,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,43,2352,174,0,1,1,3,1.0,0.0
2,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0,61,2515,758,0,1,2,6,1.0,0.0
4,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,62,2199,195,0,1,1,4,1.0,0.0
2,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,41,2628,31,1,1,3,0,0.0,1.0
4,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,63,2313,1084,0,0,1,7,1.0,0.0
4,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,64,2468,685,1,1,2,6,1.0,0.0
5,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,55,2184,1672,1,0,0,9,1.0,0.0
2,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,30,2303,43,0,0,1,1,1.0,0.0
5,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,63,2140,49,1,1,0,1,1.0,0.0
2,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,55,2411,133,0,1,2,3,1.0,0.0
2,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,63,2225,363,1,1,1,4,1.0,0.0
2,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,65,2443,545,0,1,2,5,1.0,0.0
2,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,48,2294,1065,1,1,1,7,1.0,0.0
2,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,51,2457,2047,1,0,2,9,1.0,0.0
2,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,48,2603,296,0,1,3,4,1.0,0.0
2,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,45,2401,140,0,1,2,3,0.0,0.0
2,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,55,2400,530,0,1,2,5,0.0,0.0
5,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,57,2702,152,0,1,3,3,1.0,0.0
5,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,29,2271,1598,0,0,1,9,1.0,0.0
2,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,57,2532,114,0,1,2,3,0.0,0.0
1,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,34,2712,101,0,1,3,3,0.0,0.0
2,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,47,2291,25,0,1,1,0,1.0,0.0
3,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,63,2496,789,1,0,2,6,0.0,1.0
2,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,39,2365,87,1,1,1,2,1.0,0.0
5,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,62,2260,90,0,1,1,2,0.0,1.0
5,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,61,2414,1215,0,1,2,8,1.0,0.0
5,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,65,2245,811,1,0,1,6,0.0,0.0
2,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,1,34,2640,61,1,1,3,2,1.0,0.0
4,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,45,2315,405,0,1,1,5,1.0,0.0
4,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,65,2090,72,0,1,0,2,1.0,0.0
2,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,49,2507,189,0,1,2,3,0.0,1.0
5,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,34,2340,40,0,1,1,1,1.0,0.0
2,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,42,2186,63,0,1,0,2,0.0,1.0
2,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,37,2459,52,0,1,2,1,1.0,0.0
5,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,44,2072,39,0,1,0,1,1.0,0.0
2,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,49,2048,805,0,1,0,6,1.0,0.0
4,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,64,2053,130,0,1,0,3,1.0,0.0
2,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,48,2231,1631,3,0,1,9,1.0,0.0
2,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,31,2365,34,0,1,1,0,1.0,0.0
2,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,68,2225,152,0,1,1,3,0.0,0.0
1,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,36,2205,21,0,1,1,0,0.0,0.0
5,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,53,2256,71,0,1,1,2,1.0,0.0
2,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,58,2029,899,1,1,0,6,0.0,0.0
4,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,73,2095,711,0,0,0,6,1.0,0.0
5,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,42,2665,351,0,1,3,4,1.0,0.0
2,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,49,2038,8,0,0,0,0,0.0,1.0
1,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,28,2571,119,0,1,3,3,0.0,0.0
2,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,52,2429,21,0,1,2,0,1.0,0.0
5,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,47,2095,10,0,1,0,0,1.0,0.0
2,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,45,2042,973,1,1,0,7,1.0,0.0
5,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,1,55,2303,1536,2,0,1,8,1.0,0.0
2,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,68,2358,992,1,1,1,7,1.0,0.0
5,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,1,53,2456,1529,1,1,2,8,1.0,0.0
2,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,48,2259,860,0,1,1,6,1.0,0.0
2,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,57,2264,928,0,1,1,7,0.0,1.0
5,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,1,50,2688,418,0,1,3,5,1.0,0.0
3,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1,65,2717,587,0,1,3,5,1.0,0.0
2,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,45,2060,641,0,1,0,6,1.0,0.0
2,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,44,2142,23,1,1,0,0,1.0,0.0
2,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,51,2287,2279,2,0,1,9,1.0,0.0
5,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,47,2065,49,1,1,0,1,0.0,1.0
5,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,1,37,2366,1779,1,0,1,9,0.0,1.0
4,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,38,2182,1804,2,0,0,9,1.0,0.0
2,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,60,2379,48,0,1,2,1,1.0,0.0
2,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,1,68,2174,83,0,1,0,2,0.0,0.0
2,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,45,2247,1862,3,0,1,9,0.0,1.0
5,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1,57,2663,793,0,1,3,6,1.0,0.0
2,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,50,2473,84,0,1,2,2,1.0,0.0
5,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,72,2364,183,0,1,1,3,1.0,0.0
3,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,62,1996,1383,0,0,0,8,0.0,0.0
2,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,76,2122,999,1,0,0,7,1.0,0.0
4,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,57,2554,825,0,1,3,6,0.0,0.0
2,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,48,2712,246,1,1,3,4,0.0,0.0
4,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,54,2477,610,0,1,2,5,1.0,0.0
4,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,52,2549,76,0,1,3,2,0.0,1.0
2,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,49,2493,1286,1,1,2,8,1.0,0.0
4,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,45,2252,30,1,1,1,0,1.0,0.0
2,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,56,2528,99,0,1,2,3,1.0,0.0
2,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,42,2612,1192,1,0,3,8,0.0,1.0
2,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,45,2237,362,0,1,1,4,1.0,0.0
2,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,37,2737,2130,1,0,3,9,1.0,0.0
3,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,1,49,2651,1229,2,0,3,8,0.0,1.0
5,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,63,2659,38,0,1,3,1,1.0,0.0
4,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,69,2386,485,0,0,2,5,1.0,0.0
1,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,69,2573,434,0,0,3,5,1.0,0.0
2,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,50,2490,44,0,1,2,1,0.0,1.0
5,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,48,2562,496,1,1,3,5,1.0,0.0
3,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,51,2363,78,0,1,1,2,1.0,0.0
4,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,48,2485,2346,3,0,2,9,1.0,0.0
2,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,49,2539,794,0,0,2,6,1.0,0.0
2,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,64,2346,17,0,0,1,0,1.0,0.0
2,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,49,2319,26,0,1,1,0,0.0,0.0
3,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,47,2154,76,0,1,0,2,1.0,0.0
5,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,43,2174,15,0,1,0,0,0.0,0.0
5,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,57,2118,62,0,1,0,2,0.0,0.0
4,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,66,2125,198,0,1,0,4,1.0,0.0
5,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,42,2211,49,0,1,1,1,1.0,0.0
2,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,54,2382,802,1,1,2,6,1.0,0.0
2,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1,74,2177,1736,1,0,0,9,1.0,0.0
2,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,42,2605,57,0,1,3,2,0.0,0.0
4,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,49,2414,59,0,1,2,2,1.0,0.0
2,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,67,2481,2302,3,0,2,9,1.0,0.0
3,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,35,2109,37,0,0,0,1,1.0,0.0
2,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,50,2502,310,0,1,2,4,0.0,1.0
2,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,41,2572,1305,1,0,3,8,1.0,0.0
2,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,54,2366,832,0,1,1,6,1.0,0.0
2,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,44,2443,401,0,1,2,5,1.0,0.0
5,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,55,2055,1501,2,0,0,8,1.0,0.0
2,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,38,2204,1189,4,0,1,8,1.0,0.0
2,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,48,2366,1194,0,1,1,8,1.0,0.0
5,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,60,2160,656,0,1,0,6,1.0,0.0
4,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,64,2566,1540,0,0,3,9,0.0,0.0
4,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,55,2294,311,0,1,1,4,1.0,0.0
3,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,65,2282,820,0,1,1,6,1.0,0.0
3,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,31,2153,274,0,1,0,4,1.0,0.0
5,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,58,2457,57,0,1,2,2,0.0,0.0
2,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,55,2243,448,0,1,1,5,1.0,0.0
3,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,47,2018,44,0,1,0,1,1.0,0.0
2,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,48,2337,102,0,1,1,3,1.0,0.0
2,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,36,2141,61,0,1,0,2,1.0,0.0
4,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,60,2481,1643,0,0,2,9,1.0,0.0
4,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,62,2412,397,0,1,2,5,1.0,0.0
2,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,52,2198,1121,1,1,1,7,1.0,0.0
2,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,43,2697,473,1,1,3,5,0.0,0.0
1,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,46,2151,50,0,1,0,1,1.0,0.0
4,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,58,2544,1678,0,1,3,9,1.0,0.0
